timestamp,time_estimate,safe_time_estimate,valid
2016668000,0.0,0.0,0
2018692000,0.018503638,100.020355,1
2020708000,0.026064517,100.02867,1
2022724000,0.8479652,100.93276,1
2024756000,1.6410793,101.80519,1
2026772000,1.8793173,102.067245,1
2028788000,1.9613289,102.15746,1
2030796000,2.1996117,102.41957,1
2032812000,9.951866,110.94705,1
2034828000,32.72091,135.993,1
2036844000,34.629826,138.0928,1
2038860000,36.559917,140.21591,1
2040876000,38.529873,142.38286,1
2042900000,40.535263,144.58879,1
2044916000,42.55401,146.80942,1
2046932000,44.58531,149.04384,1
2048948000,46.603806,151.26419,1
2050964000,48.499172,153.34909,1
2052980000,49.383465,154.32181,1
2054996000,49.592377,154.55162,1
2057012000,49.644203,154.60863,1
2059028000,49.652348,154.61758,1
2061036000,49.71462,154.68608,1
2063052000,50.181927,155.20012,1
2065068000,50.673428,155.74077,1
2067084000,50.943275,156.0376,1
2069100000,51.247284,156.37201,1
